id	video	video_path	duration	dimension	question	answer	reasoning
217	v1/videos/video/MMVU/Chemistry_2	v1/videos/video/MMVU/Chemistry_2.mp4	56	Video Knowledge Reasoning	"What is the formula mass of the generated gas?
A. 32g
B. 40g
C. 40 amu
D. 30amu
E. 44amu
 Please provide a step-by-step solution to the given question."	E	"1. At the 8th second of the video, the experimenter begins to add a white solid into the beaker, with the subtitle indicating that it is sodium hydroxide.
2. Around the 55th second, hydrochloric acid is added to the beaker.
3. The question asks for the formula mass of the gas produced. Formula mass is calculated by adding the average atomic masses, expressed in amu. The video shows the reaction between sodium bicarbonate and hydrochloric acid, producing carbon dioxide as the gas. The formula mass of carbon dioxide is 44, so the correct answer is E."
218	v1/videos/video/MMVU/Clinical_Medicine_3	v1/videos/video/MMVU/Clinical_Medicine_3.mp4	37	Video Knowledge Reasoning	In disease shown in the video, core body temperature rises above ______ degrees Celsius, leading to life-threatening conditions. Based on the video description, the victim is likely experiencing this condition. Please provide a step-by-step solution to the given question.	41	"1. At the beginning of the video, a person is shown lying on the grass, with bright sunlight around.
2. From 0:02 to 0:29, another person approaches to check on the fallen individual and helps him to lie down in the shade under a tree to avoid the sunlight.
3. From 0:30 to 0:37, the rescuer removes the clothing of the person being assisted to aid in cooling.
4. Based on the observations, it can be inferred that the person who was assisted likely suffered from heatstroke. When the body temperature of someone with heatstroke exceeds 41 degrees Celsius, it can be life-threatening."
219	v1/videos/video/MMVU/Computer_Science_4	v1/videos/video/MMVU/Computer_Science_4.mp4	20	Fundamental Temporal Reasoning	"What is the fourth number that turns red in the video?
A. 1
B. 2
C. 3
D. 4
E. 5
 Please provide a step-by-step solution to the given question."	A	"1. At the third second of the video, the number 5 at the top turns red.
2. At the fifth second of the video, the number 2 in the second row turns red, making it the second number to turn red.
3. At the seventh second of the video, the 8 on the second line turned red, which is the third number to turn red.
4. At the ninth second of the video, the number 1 in the third row turns red, making it the fourth number to turn red."
220	v1/videos/video/MMVU/Computer_Science_4	v1/videos/video/MMVU/Computer_Science_4.mp4	20	Video Temporal Counting	"How many different colors did the circle containing the number 2 appear in the video?
A. 1
B. 2
C. 3
D. 4
E. 5
 Please provide a step-by-step solution to the given question."	C	"1. At the beginning of the video, the circle containing the number 2 is gray, just like the other numbers; this is the first color.
2. 0:04, the circle containing the number 2 turned red, which is the second color.
3. At 0:06, the circle containing the number 2 turned light red, which is the third color. Subsequently, until the end of the video, the color did not change again, so there are a total of three colors."
221	v1/videos/video/MMVU/Biology_2	v1/videos/video/MMVU/Biology_2.mp4	29	Video Knowledge Reasoning	In the symbiotic relationship shown in the video, the type of symbiosis is known as **______________**. Please provide a step-by-step solution to the given question.	Mutualism	"1. From 0:00 to 0:15, the video shows certain birds cleaning insects off the bodies of giraffes.
2. From 0:17 to 0:25, it displays scenes of birds cleaning the bodies of hippos.
3. From 0:26 to 0:29, it shows birds helping to clean the ears of deer.
4. The birds gain food, while the mammals receive the benefit of parasite removal. This interaction, where both parties mutually benefit, is classified as mutualism."
222	v1/videos/video/MMVU/Civil_Engineering_1	v1/videos/video/MMVU/Civil_Engineering_1.mp4	24	Video Temporal Counting	"How many people appear in the video?
A. 0
B. 1
C. 2
D. 3
 Please provide a step-by-step solution to the given question."	B	"1. At the beginning of the video, no people appear in the frame.
2. At 0:06 seconds, a staff member in yellow clothing appears in the shot.
3. Subsequently, until the end of the video, no new people appeared, so there was a total of one person."
223	v1/videos/video/MMVU/Electrical_Engineering_3	v1/videos/video/MMVU/Electrical_Engineering_3.mp4	90	Video Knowledge Reasoning	Based on the apparatus demonstrated in the video, this is a simple ______ generator. Please provide a step-by-step solution to the given question.	DC	"1. From 0:00 to 0:13, the video shows the movement of the instrument, with the indicator needle moving back and forth.
2. From 0:16 to 1:05, it displays the instrument after improvement. The improved instrument moves with the indicator needle only moving on the right side, indicating that the output is all positive values.
3. From 1:14 to 1:30, a waveform representing the output is drawn below the instrument, showing a sine wave with only the upper half.
4. The generator in the video outputs current as a collection of non-negative segments of a sine wave, rather than a complete sine curve. Therefore, it can be inferred that the generator demonstrated in the video is a DC generator."
224	v1/videos/video/MMVU/Electromagnetism_15	v1/videos/video/MMVU/Electromagnetism_15.mp4	44	Video Temporal grounding	"When does the bulb in the middle light up for the second time in the video?
A. 0:12
B. 0:29
C. 0:03
D. 0:38
 Please provide a step-by-step solution to the given question."	B	"1. 0:12-0:16, the middle bulb lights up for the first time and then goes out.
2. The second time the bulb lights up at 0:29, and it remains lit thereafter, so the time of the second lighting is 0:29."
225	v1/videos/video/MMVU/Electromagnetism_15	v1/videos/video/MMVU/Electromagnetism_15.mp4	44	Video Temporal grounding	"How long did the light bulb on the right stay lit for the first time?
A. 7 seconds
B. 1 second
C. 20 seconds
D. 40 seconds
 Please provide a step-by-step solution to the given question."	A	"1. At 0:03 seconds, the right bulb is lit for the first time.
2. At 0:10 seconds, the right bulb was extinguished because it lasted for about 7 seconds."
226	v1/videos/video/MMVU/Chemistry_3	v1/videos/video/MMVU/Chemistry_3.mp4	105	Video Knowledge Reasoning	Based on the video, the tested solid substance is most likely **______________**. Please provide a step-by-step solution to the given question.	sodium	"1. From 0:00 to 0:09, the metal is stored in kerosene.
2. From 0:10 to 0:32, the metal is placed on a dish and cut. It is observed that the metal has a shiny surface and is easy to cut.
3. From 0:32 to 0:38, an electrical conductivity test is performed on the metal, and the small light bulb lights up, indicating that the metal is conductive.
4. From 0:40 to 1:41, the metal is placed in water, where it floats on the surface, showing that its density is less than that of water. The metal also reacts with the water, gradually shrinking in size. After an indicator is added, the liquid turns red.
5. The metal is likely sodium, as it is silvery and forms a shiny surface when scraped. It conducts electricity, reacts with water to produce hydrogen gas, and creates an alkaline solution, turning phenolphthalein pink. These characteristics align with the behavior of alkali metals, specifically sodium, in laboratory demonstrations."
227	v1/videos/video/MMVU/Chemistry_3	v1/videos/video/MMVU/Chemistry_3.mp4	105	Video Knowledge Reasoning	"Which physical property of the substance is not demonstrated in the video?
A. Conductive
B. Insoluble in oil
C. Silver-white solid
D. Flammable
E. Soft texture
 Please provide a step-by-step solution to the given question."	D	"1. From 0:00 to 0:09, the metal is stored in kerosene, indicating that the solid is insoluble in oil and has a higher density than the oil.
2. From 0:10 to 0:32, the video shows that the solid can be easily cut with a knife, revealing a silver-white color, likely indicating it is a silver-white soft metal, possibly an alkali metal. 
3. From 0:32 to 0:38, an electrical conductivity test is performed on the metal, and the small light bulb lights up, indicating that the metal is conductive.
4. There are no clues in the video to indicate the flammability of metals. Therefore, options A, B, C, E, and F are all demonstrated in the video. Option D, flammability, is not addressed in the video, so the answer is D."
